scientificName,taxonRank,taxonomicStatus,namePublishedIn,taxonRemarks,acceptedNameUsage,parentNameUsage,taxonID,acceptedNameUsageID,parentNameUsageID,modified,modifiedBy,modifiedByID
Thysanosoria A. Gepp,genus,synonym,"Gibbs, Dutch N. W. New Guinea 19 (1917)",NA,Lomariopsis Fée,Lomariopsidaceae Alston,aa085f1970d7ed6f3411bd374225d263,8b05074754e0f048ae7387300fadb910,de9035905391bc00e05ab2544ec9147d,NA,NA,NA
Lonchitidaceae C. Presl ex M. R. Schomb.,family,accepted,Reis. Br.-Guiana (Schomburgk) 2: 1047 (1848),"1 genus, 2 spp.",NA,Polypodiales Link,459c06177fd84c6f7644576690d190c8,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Lonchitis L.,genus,accepted,Sp. Pl. 2: 1078 (1753),"Distribution: Tropical Africa, tropical America",NA,Lonchitidaceae C. Presl ex M. R. Schomb.,db59926212d525c3a6470914b9cee026,NA,459c06177fd84c6f7644576690d190c8,NA,NA,NA
Anisosorus Trevis.,genus,synonym,"Atti Reale Ist. Veneto Sci. Lett. Arti, ser. 2, 2: 116 (1851), et ex Maxon, Sci. Surv. Porto Rico & Virg. Isl. 6: 429 (1926)",NA,Lonchitis L.,Lonchitidaceae C. Presl ex M. R. Schomb.,ec548ea87bb2b580cd98dcd5b8b509ea,db59926212d525c3a6470914b9cee026,459c06177fd84c6f7644576690d190c8,NA,NA,NA
Antiosorus Roem. ex Kuhn,genus,synonym,Festschr. 50jähr. Jubiläum Königst. Realschule zu Berlin [Chaetopt.] 347 (1882),NA,Lonchitis L.,Lonchitidaceae C. Presl ex M. R. Schomb.,07fca2201d9a0a9aaddb0c844d20688b,db59926212d525c3a6470914b9cee026,459c06177fd84c6f7644576690d190c8,NA,NA,NA
Lonchitidium Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 126 (1852),NA,Lonchitis L.,Lonchitidaceae C. Presl ex M. R. Schomb.,4ac270c3b045b11bf57929067d1c0c24,db59926212d525c3a6470914b9cee026,459c06177fd84c6f7644576690d190c8,NA,NA,NA
Nephrolepidaceae Pic. Serm.,family,accepted,Webbia 29: 8 (1975),"1 genus, ca. 30 spp. Frequently included in Lomariopsidaceae.",NA,Polypodiales Link,e19e0f987169b723db494e810da18f3d,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Nephrolepis Schott,genus,accepted,Gen. Fil. pl. 3 (1834),"Distribution: Tropical / subtropical, mostly SE-Asia, trop. America (6). The species circumscription of some of the widespread and variable species in this genus is fluctuating.",NA,Nephrolepidaceae Pic. Serm.,d51befa38b4fb37366905dcc0548905d,NA,e19e0f987169b723db494e810da18f3d,NA,NA,NA
Cardiostegia T. Moore,genus,synonym,Index Filic. (T. Moore) 90 (1857),NA,Nephrolepis Schott,Nephrolepidaceae Pic. Serm.,2b45769001b881035126adeefff7d060,d51befa38b4fb37366905dcc0548905d,e19e0f987169b723db494e810da18f3d,NA,NA,NA
Lepidoneuron Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 301 (1852) (Lepidonevron),NA,Nephrolepis Schott,Nephrolepidaceae Pic. Serm.,6167fdfee4fbe1b8cb16cced7304bdec,d51befa38b4fb37366905dcc0548905d,e19e0f987169b723db494e810da18f3d,NA,NA,NA
Leptopleuria C. Presl,genus,synonym,Tent. Pterid. 136 (1836),NA,Nephrolepis Schott,Nephrolepidaceae Pic. Serm.,9f4dd0d70ab72ffa285fb57b096a76f5,d51befa38b4fb37366905dcc0548905d,e19e0f987169b723db494e810da18f3d,NA,NA,NA
Lindsayoides Nakai,genus,synonym,Ord. Fam. Trib. Nov. 202 (1943),NA,Nephrolepis Schott,Nephrolepidaceae Pic. Serm.,ac13645deaded0c26670df36f6067bc8,d51befa38b4fb37366905dcc0548905d,e19e0f987169b723db494e810da18f3d,NA,NA,NA
Oleandraceae (J. Sm.) Ching ex Pic. Serm.,family,accepted,Webbia 20: 745 (1965),"1 genus, ca. 25 spp.",NA,Polypodiales Link,a5a17c6e71c8c64e8f68149c6c98ed51,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Davalliaceae subfam. Oleandroideae (Ching ex Pic. Serm.) Crabbe,family,synonym,"Jermy & Mickel, Fern Gaz. 11: 154 (1975)",NA,Oleandraceae (J. Sm.) Ching ex Pic. Serm.,Polypodiales Link,952f749cbfb6b9181f0c44ea167ab867,a5a17c6e71c8c64e8f68149c6c98ed51,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Dryopteridaceae Tribus Oleandreae J. Sm.,family,synonym,(1866),NA,Oleandraceae (J. Sm.) Ching ex Pic. Serm.,Polypodiales Link,dd3f24ed681d80fc7ef577ffd8380a52,a5a17c6e71c8c64e8f68149c6c98ed51,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Oleandra Cav.,genus,accepted,Anal. Hist. Nat. 1: 115 (1799),"Distribution: Tropical America, Africa, Madagascar, east to Sri Lanka, from the Himalayas and S-China south to Malaysia, east to Philippines, New Guinea and Queensland, through the Pacific. There are very conflicting species concepts (4-11 for the Americas) and also in Asia (revised by Hovenkamp et al. 2012, who probably lump too much)",NA,Oleandraceae (J. Sm.) Ching ex Pic. Serm.,86899b87f5c1124b88acb7b6d8a7426d,NA,a5a17c6e71c8c64e8f68149c6c98ed51,NA,NA,NA
Haplophlebia Griseb.,genus,synonym,Abh. Ges. Wiss. Gött. 7. 286 (1857),NA,Oleandra Cav.,Oleandraceae (J. Sm.) Ching ex Pic. Serm.,b551e7f7981090ed5fbf8924d67f78b3,86899b87f5c1124b88acb7b6d8a7426d,a5a17c6e71c8c64e8f68149c6c98ed51,NA,NA,NA
Neuronia D. Don,genus,synonym,Prodr. Fl. Nepal. 6 (1825) (nom. superfl.),NA,Oleandra Cav.,Oleandraceae (J. Sm.) Ching ex Pic. Serm.,53c62a1487d3934129be3674e7a012c5,86899b87f5c1124b88acb7b6d8a7426d,a5a17c6e71c8c64e8f68149c6c98ed51,NA,NA,NA
Ophiopteris Reinw.,genus,synonym,Syll. pl. 2: 3 (1824),NA,Oleandra Cav.,Oleandraceae (J. Sm.) Ching ex Pic. Serm.,279a13b113dd35514e9b399ed7de5cbd,86899b87f5c1124b88acb7b6d8a7426d,a5a17c6e71c8c64e8f68149c6c98ed51,NA,NA,NA
Onocleaceae Pic. Serm.,family,accepted,Webbia 24: 708 (1970),"1-4 genera, 5-6 spp.",NA,Polypodiales Link,dbf5449e8cf1f5265910e40c69db1bbf,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Dryopteridaceae Tribus Onocleeae Tod.,family,synonym,(1866),NA,Onocleaceae Pic. Serm.,Polypodiales Link,da5bca68d7ae5922379c41038c0b4e8f,dbf5449e8cf1f5265910e40c69db1bbf,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Matteuccia Tod.,genus,accepted,"Syn. Pl. acot. vasc. Sic. 30 (1866), nom. cons.",Distribution: Holarctic. Probably to be included in Onoclea s. lat.,NA,Onocleaceae Pic. Serm.,3c8addd6fc58d33fa585c3a6c3dba8c4,NA,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Pteretis Raf.,genus,ambiguous synonym,Amer. Monthly Mag. & Crit. Rev. 2: 268 (1818) (nom. rej.),NA,Matteuccia Tod.,Onocleaceae Pic. Serm.,a0743ce271aadb55fa232b2464c6c748,3c8addd6fc58d33fa585c3a6c3dba8c4,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Pterilis Raf.,genus,ambiguous synonym,Amer. Monthly Mag. & Crit. Rev. 4: 195 (1819) (err. pro Pteretis),NA,Matteuccia Tod.,Onocleaceae Pic. Serm.,82a947405329788290a3e1c04357738f,3c8addd6fc58d33fa585c3a6c3dba8c4,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Struthiopteris Willd.,genus,synonym,Berl. Mag. 3: 160 (1809) (non Scop. (1760)),NA,Matteuccia Tod.,Onocleaceae Pic. Serm.,8dfb057febd28f5cf05c7b3a377c07e6,3c8addd6fc58d33fa585c3a6c3dba8c4,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Onoclea L.,genus,accepted,Sp. Pl. 2: 1062 (1753),"Distribution: E-Asia, North and Central America",NA,Onocleaceae Pic. Serm.,48c3efe754cb321dd93267e55dfd81ab,NA,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Angiopteris Mitch. ex Adans.,genus,synonym,Fam. Pl. 2: 21 (1763) (non Hoffm.),NA,Onoclea L.,Onocleaceae Pic. Serm.,888839b68f275956093dca30c9597b10,48c3efe754cb321dd93267e55dfd81ab,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Calypterium Bernh.,genus,synonym,J. Bot. (Schrader) 1801(1): 22 (1802) (nom. superfl.),NA,Onoclea L.,Onocleaceae Pic. Serm.,8ba2da8252ebc23c42f2b7a9304cba38,48c3efe754cb321dd93267e55dfd81ab,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Pteridinodes Kuntze,genus,synonym,Revis. Gen. Pl. 2: 819 (1891) (nom. superfl.),NA,Onoclea L.,Onocleaceae Pic. Serm.,4098f9259c0816784651a728840b4313,48c3efe754cb321dd93267e55dfd81ab,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Ragiopteris C. Presl,genus,synonym,"Tent. Pterid. 95, t. 3, f. 9, 10 (1836)",NA,Onoclea L.,Onocleaceae Pic. Serm.,8fa72aaa1142280e0b03a3139e421f42,48c3efe754cb321dd93267e55dfd81ab,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Riedlea Mirb.,genus,synonym,Hist. Nat. Gen. Pl. 4: 65 (1803) (nom. superfl.),NA,Onoclea L.,Onocleaceae Pic. Serm.,38b40671960294fb34de97f1d17e4b11,48c3efe754cb321dd93267e55dfd81ab,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Onocleopsis F. Ballard,genus,accepted,Amer. Fern J. 35: 1 (1945/48),"Distribution: Mexico, Guatemala",NA,Onocleaceae Pic. Serm.,007d2d0ca7a5fe335ecbf22477f2efd1,NA,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Pentarhizidium Hayata,genus,accepted,Bot. Mag. (Tokyo) 41: 715 (1927),Distribution: E-Asia,NA,Onocleaceae Pic. Serm.,9aee2c150a850ac48c5c9a405f2308e0,NA,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Pteretis Raf.,genus,ambiguous synonym,Amer. Monthly Mag. & Crit. Rev. 2: 268 (1818),NA,Pentarhizidium Hayata,Onocleaceae Pic. Serm.,a689d02ca416dd06dbc6c8c9e2b670a0,9aee2c150a850ac48c5c9a405f2308e0,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Pterilis Raf.,genus,ambiguous synonym,Amer. Monthly Mag. & Crit. Rev. 4: 195 (1819),NA,Pentarhizidium Hayata,Onocleaceae Pic. Serm.,b2478393243b25b9c2eaf268b220c310,9aee2c150a850ac48c5c9a405f2308e0,dbf5449e8cf1f5265910e40c69db1bbf,NA,NA,NA
Polypodiaceae J. & C. Presl,family,accepted,"J. & C. Presl, Delic. Prag. 159 (1822)","67 genera, ca. 1700 spp. Phylogeny: Wei & Zhang 2022",NA,Polypodiales Link,65a9e2567f592e8881a7a727e806cc6d,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Drynariaceae Ching,family,synonym,Acta Phytotax. Sin. 16: 1-37 (1978),NA,Polypodiaceae J. & C. Presl,Polypodiales Link,eff38f2bd0730b6a519142f865a1e514,65a9e2567f592e8881a7a727e806cc6d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Grammitidaceae Newman,family,synonym,"Hist. Brit. Ferns 7 (1840) (Grammitaceae auct., missp.)",NA,Polypodiaceae J. & C. Presl,Polypodiales Link,20a84049a7b964a072f8fef9f5b99b16,65a9e2567f592e8881a7a727e806cc6d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Gymnogrammitidaceae Ching,family,synonym,Acta Phytotax. Sin. 11: 12 (1966),NA,Polypodiaceae J. & C. Presl,Polypodiales Link,1b04c8bc251028bdc20f78a76bcf7a2e,65a9e2567f592e8881a7a727e806cc6d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Loxogrammaceae Ching ex Pic. Serm.,family,ambiguous synonym,Webbia 29: 11 (1975),NA,Polypodiaceae J. & C. Presl,Polypodiales Link,7df7338283b886f2cfb38e6891ff88b5,65a9e2567f592e8881a7a727e806cc6d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Platyceriaceae Ching,family,ambiguous synonym,Acta Phytotax. Sin. 16(3): 18 (1978),NA,Polypodiaceae J. & C. Presl,Polypodiales Link,a9d5f6cf7304e4cc527556248348c6e4,65a9e2567f592e8881a7a727e806cc6d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Platyceriaceae Ching,family,ambiguous synonym,Sunyatsenia 5 (1940),NA,Polypodiaceae J. & C. Presl,Polypodiales Link,3ac0acd61bca4f5937ec5ed868ca5efd,65a9e2567f592e8881a7a727e806cc6d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Pleurosoriopsidaceae Sa. Kurata & Ikebe ex Ching,family,synonym,Acta Phytotax. Sin. 16(4): 17 (1978),NA,Polypodiaceae J. & C. Presl,Polypodiales Link,01b60f56901a6a9cf4b1434dc251081a,65a9e2567f592e8881a7a727e806cc6d,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Adetogrammoideae X. C. Zhang & R. Wei,subfamily,accepted,Taxon 71(2): 301 (2022),NA,NA,Polypodiaceae J. & C. Presl,cdb637dc6ed0435b1679ea88e0c4c565,NA,65a9e2567f592e8881a7a727e806cc6d,NA,NA,NA
Adetogramma T. E. Almeida,genus,accepted,PhytoKeys 78: 118 (2017),Distribution: South America,NA,Adetogrammoideae X. C. Zhang & R. Wei,7c361466a2689a279be830a887a7a8db,NA,cdb637dc6ed0435b1679ea88e0c4c565,NA,NA,NA
Campyloneuroideae X. C. Zhang & R. Wei,subfamily,accepted,Taxon 71(2): 301 (2022),NA,NA,Polypodiaceae J. & C. Presl,d778cdfa2f69962f85c06122d0b83613,NA,65a9e2567f592e8881a7a727e806cc6d,NA,NA,NA
Campyloneurum C. Presl,genus,accepted,Tent. Pterid. 189 (1837),Distribution: Tropical America,NA,Campyloneuroideae X. C. Zhang & R. Wei,5f2cd89ccb232569a369b913a566384f,NA,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Cyrtophlebium (R. Br.) J. Sm.,genus,synonym,J. Bot. (Hook.) 4: 58 (1841) (nom. superfl.),NA,Campyloneurum C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,dcb51bf423ab203b978640e4a0d4c34e,5f2cd89ccb232569a369b913a566384f,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Hyalotricha Copel.,genus,synonym,"Amer. Fern J. 43: 12 (1953), nom. illeg. (nec Dennis (1949))",NA,Campyloneurum C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,0cc611c7db581fe3c9fb572c48f1efde,5f2cd89ccb232569a369b913a566384f,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Hyalotrichopteris L. D. Gómez,genus,synonym,"Phytologia 51(7): 476 (1982) (nom. nov., isonym)",NA,Campyloneurum C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,1fbf774f0e4acd5efea6307db9243ed8,5f2cd89ccb232569a369b913a566384f,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Hyalotrichopteris W. H. Wagner,genus,synonym,"Taxon 27(5-6): 548 (1978 Publ. 1979), nom. nov.",NA,Campyloneurum C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,e07f4c1325f0ca2e1f29c24362d9ad0b,5f2cd89ccb232569a369b913a566384f,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Microgramma C. Presl,genus,accepted,"Tent. Pterid. 185, 213, pl. 7, figs. 13-14 (1836)","Distribution: Trop. America, 1 sp. Africa to Mascarenes and India",NA,Campyloneuroideae X. C. Zhang & R. Wei,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,NA,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Anapeltis J. Sm.,genus,synonym,Cat. Cult. Ferns 5 (1857),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,a691ce5d6a31c8806a4d585e470de02a,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Craspedaria Link,genus,synonym,Fil. Spec. 117 (1841),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,4709dc5d3b4e960c075daf2adc9b7e1b,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Epidryopteris Rojas Acosta,genus,synonym,Bull. Acad. Int. Géogr. Bot. 28: 156 (1918),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,95b1b4d67964fdd51d433c985a2c5e7a,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Goniophlebium sect. Lopholepis J. Sm.,genus,synonym,J. Bot. (Hook.) 4: 56 (1841),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,ebdbf234810f090b56c8652474f188bf,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Lopholepis (J. Sm.) J. Sm.,genus,synonym,Lond. J. Bot. 1: 195 (1842) (non Decne. 1839),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,c9dffb8d76599f9704a308a7b364418f,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Mecosorus Klotzsch,genus,synonym,Linnaea 20: 404 (1847),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,b2e73c5f3415cad3a35207890265b05d,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Microgramma subgen. Solanopteris (Copel.) Lellinger,genus,synonym,Amer. Fern J. 67(2): 59 (1977),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,5d05372b037855e94997bb01f9c10163,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Solanopteris Copel.,genus,synonym,Amer. Fern J. 41: 75 (1951),NA,Microgramma C. Presl,Campyloneuroideae X. C. Zhang & R. Wei,7d0b24777d22aefabf9cae1ebc2a7a7c,e90fcb2a1e31bf6eaaf9b8ed8b83dbff,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Niphidium J. Sm.,genus,accepted,Hist. Fil. 99 (1875),Distribution: Tropical America. Sometimes included in Campyloneurum.,NA,Campyloneuroideae X. C. Zhang & R. Wei,e9f1b117262e6d60c269d2cf81ebb7c5,NA,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Anaxetum Schott,genus,synonym,Gen. Fil. t. 50 (1834) (nec Gaertner (1791)),NA,Niphidium J. Sm.,Campyloneuroideae X. C. Zhang & R. Wei,47d25795f5dbc4d5851f5f40d39df551,e9f1b117262e6d60c269d2cf81ebb7c5,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Pessopteris Underw. ex Maxon,genus,synonym,Contr. U.S. Nat. Herb. 10: 485 (1908),NA,Niphidium J. Sm.,Campyloneuroideae X. C. Zhang & R. Wei,737d074fcc9c02d2fadcc8b62fa05d78,e9f1b117262e6d60c269d2cf81ebb7c5,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Pleuridium (C. Presl) Fée,genus,synonym,Mém. Foug. 5 (Gen. Fil.): 273 (1852) (non Bridel 1819),NA,Niphidium J. Sm.,Campyloneuroideae X. C. Zhang & R. Wei,efdb3657b57b2c4a3264712d2fec229a,e9f1b117262e6d60c269d2cf81ebb7c5,d778cdfa2f69962f85c06122d0b83613,NA,NA,NA
Crypsinoideae,subfamily,accepted,NA,NA,NA,Polypodiaceae J. & C. Presl,d6864c953fc20a736fbce0625c512ece,NA,65a9e2567f592e8881a7a727e806cc6d,NA,NA,NA
"Drynarioideae Crabbe, Jermy & Mickel",subfamily,synonym,"Fern Gaz. 11: 156 (1975), Subfamily",NA,Crypsinoideae,Polypodiaceae J. & C. Presl,42348d1d2b56ed7af64b13e71d6c23fb,d6864c953fc20a736fbce0625c512ece,65a9e2567f592e8881a7a727e806cc6d,NA,NA,NA
Drynaria (Bory) J. Sm.,genus,accepted,"J. Bot. (Hook.) 3: 397 (1841), nom. cons.","Distribution: Africa, trop. Asia to NE-Australia",NA,Crypsinoideae,dabf590b85c8caa79cd89e3e07c66bd7,NA,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Aglaomorpha Schott,genus,synonym,"Gen. Fil. (Vindob.): t. 19 (1836), nom. rej.",NA,Drynaria (Bory) J. Sm.,Crypsinoideae,7909f8d7888bd617abe20f60fa2dab70,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Christopteris Copel.,genus,synonym,Fragm. Fl. Philipp.: 188 (1905),NA,Drynaria (Bory) J. Sm.,Crypsinoideae,ad51138c555b031021848ac88e6c03d4,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Drynariopsis (Copel.) Ching,genus,synonym,Sunyatsenia 5: 262 (1940),NA,Drynaria (Bory) J. Sm.,Crypsinoideae,551a2dd69406848fa3ed192d2733abc1,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Hemistachyum (Copel.) Ching,genus,synonym,Sunyatsenia 5: 262 (1940),NA,Drynaria (Bory) J. Sm.,Crypsinoideae,b217245dc7d9d6c4263122aa0eb3fd43,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Holostachyum (Copel.) Ching,genus,synonym,Sunyatsenia 5: 262 (1940),NA,Drynaria (Bory) J. Sm.,Crypsinoideae,5eb2b71cb2fa75b126d0db1037f0313b,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Merinthosorus Copel.,genus,synonym,"Philipp. J. Sci., Bot. 6: 92 (1911)",NA,Drynaria (Bory) J. Sm.,Crypsinoideae,6b258fabbc5f7af2b5ce04e2609fab1f,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Photinopteris J. Sm.,genus,synonym,J. Bot. (Hooker) 3: 403 (1841),NA,Drynaria (Bory) J. Sm.,Crypsinoideae,8149c0dc347e8372fd42c1501d1b0132,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Polypodium subgen. Drynaria Bory,genus,synonym,"Ann. Sci. Nat., Bot., sér. V, 464, t. 12-14 (1825)",NA,Drynaria (Bory) J. Sm.,Crypsinoideae,f12019cfadc6b6820499381c803e154a,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Pseudodrynaria C. Chr.,genus,synonym,"Index Filic., Suppl. Tert.: 165 (1934), et ex Ching, Sunyatsenia 6: 10 (1941)",NA,Drynaria (Bory) J. Sm.,Crypsinoideae,2a2f9941d293c531f02baac197bae5d4,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Psygmium C. Presl,genus,synonym,Tent. Pterid. 199 (1836),NA,Drynaria (Bory) J. Sm.,Crypsinoideae,0f5fe0b4587d48d9a4fcff0b52b88129,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Saccopteris Alderw.,genus,synonym,"Malayan Ferns Fern Allies, Suppl. 415 (1917)",NA,Drynaria (Bory) J. Sm.,Crypsinoideae,e69c9784d9c78af6c7a2c76f1b95529e,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Thayeria Copel.,genus,synonym,"Philipp. J. Sci. 1, Suppl. II: 165 (1906)",NA,Drynaria (Bory) J. Sm.,Crypsinoideae,61aa887b17be6f9eae4b86bedb7574b2,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
xAglaonaria Hoshiz.,genus,synonym,Amer. Fern J. 81: 38 (1991),NA,Drynaria (Bory) J. Sm.,Crypsinoideae,ae23bf94464cda14289579b9dd0ece64,dabf590b85c8caa79cd89e3e07c66bd7,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Selliguea Bory,genus,accepted,Dict. Class d'Hist. Nat. 6: 587 (1824),"Distribution: China (over 50 spp.), trop. Asia, 1 sp. South Africa, 1 Madagascar, many New Guinea. The genus is taken here in a broad sense fide PPG-I, including Crypsinus, Arthromeris, Paraselliguea, Pichisermollodes, Polypodiopteris and Phymatopteris. Fraser-Jenkins et al. (2018) argue strongly to keep at least Arthromeris and Pichisermollodes separate.",NA,Crypsinoideae,35161bb8a6808d570231d5977de20042,NA,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Arthromeris (T. Moore) J. Sm.,genus,synonym,Hist. Fil. 110 (1875),NA,Selliguea Bory,Crypsinoideae,be824f25af5614ffbcc1c1d6f78f5951,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Crypsinopsis Pic. Serm.,genus,synonym,Webbia 31(1): 240 (1977),NA,Selliguea Bory,Crypsinoideae,6a7ef1fe79c4819591fb40db9568723b,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Crypsinus C. Presl,genus,synonym,"Abh. Königl. Böhm. Ges. Wiss., ser. 5, 6: 123 (1851)",NA,Selliguea Bory,Crypsinoideae,3992b86ef77789263a4d54fa91230b53,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Dryostachyum J. Sm.,genus,synonym,J. Bot. (Hooker) 3: 399 (1841),NA,Selliguea Bory,Crypsinoideae,e3f858c485e861fe0ed5baa335793350,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Grammatopteridium Alderw.,genus,synonym,Nova Guinea 14: 24 (1924),NA,Selliguea Bory,Crypsinoideae,8edaaf0299d6086c1e25f1bfea7fdfa3,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Grammatopteris Alderw.,genus,synonym,"Bull. Jard. Bot. Buitenzorg, ser. 3, 4: 318 (1912)",NA,Selliguea Bory,Crypsinoideae,4f078b594994aa52e7a7b51af5d3ce6c,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Gymnogrammitis Griff.,genus,synonym,"Ic. Pl. Asiat. 2: t. 129, f. 1 (1849)",NA,Selliguea Bory,Crypsinoideae,679d7d2e89f18f29729bb5950bcf63d8,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
Himalayopteris W. Shao & S. G. Lu,genus,synonym,Novon 21(1): 91 (90-93) (2011),NA,Selliguea Bory,Crypsinoideae,0f2a3434483033759d339558579a7691,35161bb8a6808d570231d5977de20042,d6864c953fc20a736fbce0625c512ece,NA,NA,NA
